Data;Tipo;Cliente;Produto;Código;Núm. Fato;Núm. NF;Categoria;Grupo;Vendedor;Usuário;Qtd.;Custo Un.;Margem;Preço Un.;Tot. Custo (R$);Sub-Total (R$);Desconto (R$);Tot. Venda (R$);Lucro Tot. (R$);NCM
26/07/2025;s;;SYN LIMAO ICE 300ML;126;FG111098;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;2,29;74,24;3,99;4,58;7,98;0,00;7,98;3,40;
26/07/2025;s;;BRAHMA CHOPP LT 350ML;23;FG111098;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,19;25,08;3,99;3,19;3,99;0,00;3,99;0,80;22030000
26/07/2025;s;;COCA COLA ZERO PET 600ML;185;FG111097;1103;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,20;35,48;5,69;4,20;5,69;0,00;5,69;1,49;22021000
26/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111097;1103;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,38;47,63;4,99;3,38;4,99;0,00;4,99;1,61;22030000
26/07/2025;s;;ANTARCTICA PILSEN LT 473ML;24;FG111097;1103;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,56;75,78;4,50;2,56;4,50;0,00;4,50;1,94;22030000
26/07/2025;s;;SKOL BEATS RED MIX LT 269ML;813;FG111096;1102;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,51;26,86;6,99;5,51;6,99;0,00;6,99;1,48;22060090
26/07/2025;s;;SKOL BEATS RED MIX LT 269ML;813;FG111095;1101;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,51;26,86;6,99;5,51;6,99;0,00;6,99;1,48;22060090
26/07/2025;s;;FANTA LARANJA PET 2L;120;FG111094;1100;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,70;36,36;10,50;7,70;10,50;0,00;10,50;2,80;22021000
26/07/2025;s;;ITAIPAVA PILSEN LT 550ML;371;FG111093;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;3,41;31,96;4,50;10,23;13,50;0,00;13,50;3,27;22030000
26/07/2025;s;;CIGARRO SANMARINO AZUL;142;FG111093;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,00;37,50;5,50;4,00;5,50;0,00;5,50;1,50;
26/07/2025;s;;ANTARCTICA PILSEN LT 473ML;24;FG111092;1099;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;2,56;75,78;4,50;7,68;13,50;0,00;13,50;5,82;22030000
26/07/2025;s;;CHEETOS ONDA REQUEIJAO 160G;880;FG111092;1099;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,31;45,01;13,50;9,31;13,50;0,00;13,50;4,19;19041000
26/07/2025;s;;FANTA UVA PET 2L;310;FG111091;1098;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,70;29,87;10,00;7,70;10,00;0,00;10,00;2,30;22021000
26/07/2025;s;;CIGARRO PALHEIRO CRISTAL;112;FG111090;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;13,50;25,93;17,00;13,50;17,00;0,00;17,00;3,50;
26/07/2025;s;;HALLS EXTRA FORTE;58;FG111089;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,24;141,94;3,00;1,24;3,00;0,00;3,00;1,76;17049020
26/07/2025;s;;CIGARRO PALHEIRO CRISTAL;112;FG111089;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;13,50;25,93;17,00;13,50;17,00;0,00;17,00;3,50;
26/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111088;1220;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;4,00;3,38;47,63;4,99;13,52;19,96;0,00;19,96;6,44;22030000
26/07/2025;s;;ICE CABARE LIMAO 275ML;216;FG111088;1220;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;5,37;46,93;7,89;10,74;15,78;0,00;15,78;5,04;22089000
26/07/2025;s;;CHOCOLATE BATON AO LEITE 16G;887;FG111088;1220;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;1,35;48,15;2,00;4,05;6,00;0,00;6,00;1,95;18063210
26/07/2025;s;;TRIDENT HORTELA;53;FG111088;1220;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,74;72,41;3,00;1,74;3,00;0,00;3,00;1,26;21069050
26/07/2025;s;;CHOCOLATE PRESTIGIO 33G;400;FG111087;1097;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,92;134,38;4,50;1,92;4,50;0,00;4,50;2,58;18069000
26/07/2025;s;;ORIGINAL LT 473ML;330;FG111087;1097;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;4,72;20,55;5,69;9,44;11,38;0,00;11,38;1,94;22030000
26/07/2025;s;;BATATA RUPPERS CHURRASCO 90G;412;FG111087;1097;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,00;44,75;5,79;4,00;5,79;0,00;5,79;1,79;20052000
26/07/2025;s;;BATATA RUPPERS TRADICIONAL 90G;411;FG111087;1097;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,00;44,75;5,79;4,00;5,79;0,00;5,79;1,79;20052000
26/07/2025;s;;ENERGETICO JACK POWER TRAD 2L;346;FG111086;1219;Receitas financeiras: Venda;ENERGÉTICOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;5,90;69,49;10,00;11,80;20,00;0,00;20,00;8,20;22029900
26/07/2025;s;;SYN MAÇA VERDE ICE 300ML;203;FG111085;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,29;74,24;3,99;2,29;3,99;0,00;3,99;1,70;
26/07/2025;s;;SYN MORANGO ICE 300ML;202;FG111085;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;2,29;74,24;3,99;4,58;7,98;0,00;7,98;3,40;
26/07/2025;s;;ICE CABARE FRUTAS VERMELHAS 275ML;32;FG111085;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;5,37;46,93;7,89;10,74;15,78;0,00;15,78;5,04;22060090
26/07/2025;s;;COPO RED LABEL 700ML;CRL1;FG111085;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,96;80,82;18,01;9,96;18,01;0,00;18,01;8,05;
26/07/2025;s;;GELO SABORIZADO COCO;292;FG111085;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,25;219,20;3,99;1,25;3,99;0,00;3,99;2,74;
26/07/2025;s;;GELO SABORIZADO MELANCIA;276;FG111084;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,69;136,09;3,99;1,69;3,99;0,00;3,99;2,30;
26/07/2025;s;;COPO RED LABEL 700ML;CRL1;FG111084;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,96;80,82;18,01;9,96;18,01;0,00;18,01;8,05;
26/07/2025;s;;CHEETOS ONDA REQUEIJAO 160G;880;FG111083;1096;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,31;45,01;13,50;9,31;13,50;0,00;13,50;4,19;19041000
26/07/2025;s;;CHOCOLATE PRESTIGIO 33G;400;FG111083;1096;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,92;134,38;4,50;1,92;4,50;0,00;4,50;2,58;18069000
26/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111082;1095;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;3,38;47,63;4,99;10,14;14,97;0,00;14,97;4,83;22030000
26/07/2025;s;;ICE CABARE LIMAO 275ML;216;FG111082;1095;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,37;46,93;7,89;5,37;7,89;0,00;7,89;2,52;22089000
26/07/2025;s;;ITAIPAVA PILSEN LT 550ML;371;FG111081;1094;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;3,41;31,96;4,50;6,82;9,00;0,00;9,00;2,18;22030000
26/07/2025;s;;COCA COLA PET 2L;73;FG111080;1093;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,36;38,35;12,95;9,36;12,95;0,00;12,95;3,59;22021000
26/07/2025;s;;MONSTER ULTRA LT 473ML;291;FG111079;1092;Receitas financeiras: Venda;ENERGÉTICOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;6,86;45,63;9,99;6,86;9,99;0,00;9,99;3,13;22029900
26/07/2025;s;;FANDANGOS PRESUNTO 190G;767;FG111079;1092;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,31;61,01;14,99;9,31;14,99;0,00;14,99;5,68;19041000
26/07/2025;s;;HEINEKEN PILSEN LT 473ML;117;FG111078;1091;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;6,00;5,54;26,17;6,99;33,24;41,94;0,00;41,94;8,70;22030000
26/07/2025;s;;SUCO DELL VALE UVA 1L;122;FG111078;1091;Receitas financeiras: Venda;SUCOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,63;17,82;8,99;7,63;8,99;0,00;8,99;1,36;22029900
26/07/2025;s;;TRIDENT CEREJA FRESH ICE;430;FG111077;1218;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,74;72,41;3,00;1,74;3,00;0,00;3,00;1,26;21069050
26/07/2025;s;;RUFFLES CHURRASCO 68G;890;FG111076;1090;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,35;42,72;10,49;7,35;10,49;0,00;10,49;3,14;20052000
26/07/2025;s;;COCA COLA ZERO PET 200ML;237;FG111075;1089;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;1,51;98,68;3,00;3,02;6,00;0,00;6,00;2,98;22021000
26/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111075;1089;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,38;47,63;4,99;3,38;4,99;0,00;4,99;1,61;22030000
26/07/2025;s;;ANTARCTICA PILSEN LT 473ML;24;FG111075;1089;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,56;75,78;4,50;2,56;4,50;0,00;4,50;1,94;22030000
26/07/2025;s;;ANTARCTICA PILSEN LT 473ML;24;FG111074;1088;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;2,56;75,78;4,50;5,12;9,00;0,00;9,00;3,88;22030000
26/07/2025;s;;RED BULL TRAD LT 473ML;481;FG111073;1087;Receitas financeiras: Venda;ENERGÉTICOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;11,14;43,54;15,99;11,14;15,99;0,00;15,99;4,85;22029900
26/07/2025;s;;PETRA PURO MALTE LT 473ML;301;FG111072;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;8,00;3,27;22,02;3,99;26,16;31,92;0,00;31,92;5,76;22030000
26/07/2025;s;;SYN LIMAO ICE 300ML;126;FG111072;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;2,29;74,24;3,99;4,58;7,98;0,00;7,98;3,40;
26/07/2025;s;;PIMENTINHA STRAICK ALIMENTOS 70G;359;FG111072;;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,20;104,55;4,50;2,20;4,50;0,00;4,50;2,30;
26/07/2025;s;;SUKITA PET 2L;8;FG111071;1217;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,91;18,27;6,99;5,91;6,99;0,00;6,99;1,08;22021000
26/07/2025;s;;GELO SABORIZADO COCO;292;FG111070;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;2,00;1,25;219,20;3,99;2,50;7,98;0,00;7,98;5,48;
26/07/2025;s;;ICE LEEV LIMÃO 275ML;744;FG111069;1086;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,57;52,95;6,99;4,57;6,99;0,00;6,99;2,42;22089000
26/07/2025;s;;TRIDENT BLUEBERRY CITRUS;710;FG111069;1086;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,00;50,00;3,00;2,00;3,00;0,00;3,00;1,00;21069050
26/07/2025;s;;PETRA PURO MALTE LT 473ML;301;FG111068;1085;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;5,00;3,27;22,02;3,99;16,35;19,95;0,00;19,95;3,60;22030000
26/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111067;1084;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;3,38;47,63;4,99;10,14;14,97;0,00;14,97;4,83;22030000
26/07/2025;s;;COCA COLA RETORNAVEL 2L;125;FG111066;1216;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;6,50;15,38;7,50;6,50;7,50;0,00;7,50;1,00;22021000
26/07/2025;s;;CHICLETE BUBBALOO TUTTI FRUTTI;171;FG111066;1216;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;0,25;100,00;0,50;0,25;0,50;0,00;0,50;0,25;17041000
26/07/2025;s;;CHICLETE BUBBALOO MORANGO;495;FG111066;1216;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;0,25;100,00;0,50;0,25;0,50;0,00;0,50;0,25;17041000
26/07/2025;s;;FUSION PET 2L;372;FG111065;;Receitas financeiras: Venda;ENERGÉTICOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,61;57,56;11,99;7,61;11,99;0,00;11,99;4,38;22029900
26/07/2025;s;;GELO SABORIZADO TROPICAL;275;FG111065;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;2,00;1,69;136,09;3,99;3,38;7,98;0,00;7,98;4,60;
26/07/2025;s;;HEINEKEN LN 330ML;83;FG111064;1083;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,76;21,53;7,00;5,76;7,00;0,00;7,00;1,24;22030000
26/07/2025;s;;GELO 10KG;379;FG111063;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;2,00;8,00;125,00;18,00;16,00;36,00;0,00;36,00;20,00;
26/07/2025;s;;PETRA PURO MALTE LT 473ML;301;FG111062;1082;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;4,00;3,27;22,02;3,99;13,08;15,96;0,00;15,96;2,88;22030000
26/07/2025;s;;HEINEKEN LN 330ML;83;FG111062;1082;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,76;21,53;7,00;5,76;7,00;0,00;7,00;1,24;22030000
26/07/2025;s;;ORIGINAL LT 473ML;330;FG111061;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;8,00;4,72;20,55;5,69;37,76;45,52;0,00;45,52;7,76;22030000
26/07/2025;s;;HALLS UVA VERDE;61;FG111061;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,26;138,10;3,00;1,26;3,00;0,00;3,00;1,74;17049020
26/07/2025;s;;ISQUEIRO BIC MINI;287;FG111061;;Receitas financeiras: Venda;UTILITÁRIOS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,17;41,96;4,50;3,17;4,50;0,00;4,50;1,33;
26/07/2025;s;;CIGARRO PALHEIRO CRISTAL;112;FG111061;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;13,50;25,93;17,00;13,50;17,00;0,00;17,00;3,50;
26/07/2025;s;;SKOL BEATS SENSES LT 269ML;9;FG111060;1215;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,51;26,86;6,99;5,51;6,99;0,00;6,99;1,48;22089000
26/07/2025;s;;COPO RED LABEL 700ML;CRL1;FG111059;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,96;80,82;18,01;9,96;18,01;0,00;18,01;8,05;
26/07/2025;s;;GELO SABORIZADO COCO;292;FG111059;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,25;219,20;3,99;1,25;3,99;0,00;3,99;2,74;
26/07/2025;s;;CIGARRO PALHEIRO CRISTAL;112;FG111059;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;13,50;25,93;17,00;13,50;17,00;0,00;17,00;3,50;
26/07/2025;s;;TRIDENT MELANCIA;54;FG111059;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,00;50,00;3,00;2,00;3,00;0,00;3,00;1,00;21069050
26/07/2025;s;;COPO RED LABEL 700ML;CRL1;FG111058;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,96;80,82;18,01;9,96;18,01;0,00;18,01;8,05;
26/07/2025;s;;GELO SABORIZADO MARACUJÁ;274;FG111058;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,25;219,20;3,99;1,25;3,99;0,00;3,99;2,74;
26/07/2025;s;;RED BULL TRAD LT 473ML;481;FG111058;;Receitas financeiras: Venda;ENERGÉTICOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;11,14;43,54;15,99;11,14;15,99;0,00;15,99;4,85;22029900
26/07/2025;s;;CIGARRO SANMARINO VERMELHO;358;FG111057;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,00;37,50;5,50;4,00;5,50;0,00;5,50;1,50;
26/07/2025;s;;ANTARCTICA PILSEN LT 473ML;24;FG111057;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;2,56;75,78;4,50;5,12;9,00;0,00;9,00;3,88;22030000
26/07/2025;s;;AGUA MINERAL DAFLORA S GAS 510ML;348;FG111056;;Receitas financeiras: Venda;ÁGUA (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,00;150,00;2,50;1,00;2,50;0,00;2,50;1,50;22011000
26/07/2025;s;;DOSE RED LABEL 100ML;DRL1;FG111055;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;8,19;95,36;16,00;8,19;16,00;0,00;16,00;7,81;
26/07/2025;s;;GELO SABORIZADO COCO;292;FG111055;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,25;219,20;3,99;1,25;3,99;0,00;3,99;2,74;
26/07/2025;s;;MONSTER ENERGY LT 473ML;106;FG111055;;Receitas financeiras: Venda;ENERGÉTICOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,65;30,59;9,99;7,65;9,99;0,00;9,99;2,34;22029900
26/07/2025;s;;ITAIPAVA PILSEN LT 550ML;371;FG111054;1081;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;3,41;31,96;4,50;6,82;9,00;0,00;9,00;2,18;22030000
26/07/2025;s;;ANTARCTICA PILSEN LT 473ML;24;FG111054;1081;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;2,56;75,78;4,50;5,12;9,00;0,00;9,00;3,88;22030000
26/07/2025;s;;GELO CUBO 4KG;84;FG111053;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;6,00;133,33;14,00;6,00;14,00;0,00;14,00;8,00;
26/07/2025;s;;HEINEKEN LN 330ML;83;FG111052;1080;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;7,00;5,76;21,53;7,00;40,32;49,00;0,00;49,00;8,68;22030000
26/07/2025;s;;SUCO DELL VALE UVA 1L;122;FG111052;1080;Receitas financeiras: Venda;SUCOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,63;17,82;8,99;7,63;8,99;0,00;8,99;1,36;22029900
26/07/2025;s;;COPO PLASTICO DESCARTAVEL 700ML;373;FG111051;;Receitas financeiras: Venda;UTILITÁRIOS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;3,00;0,42;257,14;1,50;1,26;4,50;0,00;4,50;3,24;39241000
26/07/2025;s;;COPO RED LABEL 700ML;CRL1;FG111050;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,96;80,82;18,01;9,96;18,01;0,00;18,01;8,05;
26/07/2025;s;;GELO SABORIZADO COCO;292;FG111050;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,25;219,20;3,99;1,25;3,99;0,00;3,99;2,74;
26/07/2025;s;;HALLS EXTRA FORTE;58;FG111050;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,24;141,94;3,00;1,24;3,00;0,00;3,00;1,76;17049020
26/07/2025;s;;COPO WHISKEY WHITE HORSE 700ML;CHW1;FG111049;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;8,35;55,81;13,01;8,35;13,01;0,00;13,01;4,66;
26/07/2025;s;;GELO SABORIZADO COCO;292;FG111049;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,25;219,20;3,99;1,25;3,99;0,00;3,99;2,74;
26/07/2025;s;;CORONA CERO SUNBREW LT 350ML;858;FG111048;;Receitas financeiras: Venda;CERVEJA S/ ALCOOL (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;5,24;14,31;5,99;10,48;11,98;0,00;11,98;1,50;22029100
26/07/2025;s;;SYN MORANGO ICE 300ML;202;FG111048;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,29;74,24;3,99;2,29;3,99;0,00;3,99;1,70;
26/07/2025;s;;SYN LIMAO ICE 300ML;126;FG111048;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,29;74,24;3,99;2,29;3,99;0,00;3,99;1,70;
26/07/2025;s;;ENERGETICO BALY TRAD 473ML;582;FG111048;;Receitas financeiras: Venda;ENERGÉTICOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,49;44,54;6,49;4,49;6,49;0,00;6,49;2,00;22029900
26/07/2025;s;;COCA COLA PET 200ML;109;FG111048;;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,51;98,68;3,00;1,51;3,00;0,00;3,00;1,49;22021000
26/07/2025;s;;COCA COLA PET 2L;73;FG111048;;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,36;38,35;12,95;9,36;12,95;0,00;12,95;3,59;22021000
26/07/2025;s;;SYN MAÇA VERDE ICE 300ML;203;FG111048;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,29;74,24;3,99;2,29;3,99;0,00;3,99;1,70;
26/07/2025;s;;BRAHMA CHOPP 300ML;27;FG111047;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,15;39,07;2,99;2,15;2,99;0,00;2,99;0,84;22030000
26/07/2025;s;;SALGADINHO ARITANA TRIO MAX 135G;382;FG111047;;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,20;56,25;5,00;3,20;5,00;0,00;5,00;1,80;
26/07/2025;s;;ICE CABARE LIMAO 275ML;216;FG111046;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,37;46,93;7,89;5,37;7,89;0,00;7,89;2,52;22089000
