Data;Tipo;Cliente;Produto;Código;Núm. Fato;Núm. NF;Categoria;Grupo;Vendedor;Usuário;Qtd.;Custo Un.;Margem;Preço Un.;Tot. Custo (R$);Sub-Total (R$);Desconto (R$);Tot. Venda (R$);Lucro Tot. (R$);NCM
31/07/2025;s;;ORIGINAL LT 473ML;330;FG111411;1286;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;4,72;20,55;5,69;9,44;11,38;0,00;11,38;1,94;22030000
31/07/2025;s;;CACHAÇA VILLA OURO AMBURANA PRATA 500ML;565;FG111410;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,00;62,50;6,50;4,00;6,50;0,00;6,50;2,50;
31/07/2025;s;;CIGARRO SANMARINO AZUL;142;FG111410;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,00;37,50;5,50;4,00;5,50;0,00;5,50;1,50;
31/07/2025;s;;ISQUEIRO BIC MAX;79;FG111410;;Receitas financeiras: Venda;UTILITÁRIOS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,00;50,00;6,00;4,00;6,00;0,00;6,00;2,00;
31/07/2025;s;;COCA COLA LT 350ML;136;FG111410;;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,18;25,79;4,00;3,18;4,00;0,00;4,00;0,82;22021000
31/07/2025;s;;COCA COLA LT 350ML;136;FG111409;1285;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,18;25,79;4,00;3,18;4,00;0,00;4,00;0,82;22021000
31/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111408;1284;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;4,00;3,38;47,63;4,99;13,52;19,96;0,00;19,96;6,44;22030000
31/07/2025;s;;RED BULL TRAD LT 473ML;481;FG111407;1283;Receitas financeiras: Venda;ENERGÉTICOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;11,14;43,54;15,99;11,14;15,99;0,00;15,99;4,85;22029900
31/07/2025;s;;HALLS UVA VERDE;61;FG111407;1283;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,26;138,10;3,00;1,26;3,00;0,00;3,00;1,74;17049020
31/07/2025;s;;SEDA ZOMO NATURAL PERFECT BLACK KING SLIM;93;FG111406;;Receitas financeiras: Venda;UTILITÁRIOS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,00;150,00;5,00;2,00;5,00;0,00;5,00;3,00;
31/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111405;1282;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;3,38;47,63;4,99;10,14;14,97;0,00;14,97;4,83;22030000
31/07/2025;s;;SKOL BEATS GT LONG NECK 269ML;399;FG111405;1282;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;6,48;23,30;7,99;6,48;7,99;0,00;7,99;1,51;22089000
31/07/2025;s;;TRIDENT BLUEBERRY CITRUS;710;FG111405;1282;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,00;50,00;3,00;2,00;3,00;0,00;3,00;1,00;21069050
31/07/2025;s;;DORITOS NACHO 210G;769;FG111405;1282;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;13,88;29,61;17,99;13,88;17,99;0,00;17,99;4,11;19041000
31/07/2025;s;;SUFLAIR NESTLE AO LEITE 80G;595;FG111405;1282;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,03;27,88;8,99;7,03;8,99;0,00;8,99;1,96;18063210
31/07/2025;s;;KAPO UVA 200ML;164;FG111404;;Receitas financeiras: Venda;SUCOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,71;75,44;3,00;1,71;3,00;0,00;3,00;1,29;22021000
31/07/2025;s;;CIGARRO SANMARINO AZUL;142;FG111404;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,00;37,50;5,50;4,00;5,50;0,00;5,50;1,50;
31/07/2025;s;;HEINEKEN LN 330ML;83;FG111403;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;5,76;21,53;7,00;17,28;21,00;0,00;21,00;3,72;22030000
31/07/2025;s;;CHOCOLATE GAROTO AO LEITE 80G;418;FG111402;1281;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;6,48;23,30;7,99;6,48;7,99;0,00;7,99;1,51;18063210
31/07/2025;s;;BISCOITO WAFER LIMAO 105G;658;FG111402;1281;Receitas financeiras: Venda;MERCEARIA (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,07;46,58;4,50;3,07;4,50;0,00;4,50;1,43;19053200
31/07/2025;s;;ANTARCTICA PILSEN LT 473ML;24;FG111401;1280;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,56;75,78;4,50;2,56;4,50;0,00;4,50;1,94;22030000
31/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111401;1280;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,38;47,63;4,99;3,38;4,99;0,00;4,99;1,61;22030000
31/07/2025;s;;PAÇOCA CASEIRA 90G;351;FG111400;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,57;91,08;3,00;1,57;3,00;0,00;3,00;1,43;
31/07/2025;s;;BALA ICEKISS SORTIDAS;170;FG111400;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;10,00;0,10;50,00;0,15;1,00;1,50;0,00;1,50;0,50;
31/07/2025;s;;CIGARRO ROTHMANS AZUL MAÇO;718;FG111399;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;8,60;4,65;9,00;8,60;9,00;0,00;9,00;0,40;
31/07/2025;s;;STICK OURO BRANCO 25G;721;FG111399;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,77;69,49;3,00;1,77;3,00;0,00;3,00;1,23;19053200
31/07/2025;s;;COCA COLA ZERO PET 2L;377;FG111398;1279;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;10,01;29,37;12,95;10,01;12,95;0,00;12,95;2,94;22021000
31/07/2025;s;;H2OH LIMONETO PET 1,5L;429;FG111398;1279;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;6,99;14,31;7,99;6,99;7,99;0,00;7,99;1,00;22021000
31/07/2025;s;;TABACO ACREMA 20G;852;FG111397;;Receitas financeiras: Venda;UTILITÁRIOS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;15,00;26,00;18,90;15,00;18,90;0,00;18,90;3,90;
31/07/2025;s;;TRIDENT HORTELA;53;FG111397;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,74;72,41;3,00;1,74;3,00;0,00;3,00;1,26;21069050
31/07/2025;s;;SUCO DELL VALE PESSEGO 1L;162;FG111396;1278;Receitas financeiras: Venda;SUCOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;8,25;8,97;8,99;8,25;8,99;0,00;8,99;0,74;22029900
31/07/2025;s;;SUCO DELL VALE ABACAXI 1L;124;FG111396;1278;Receitas financeiras: Venda;SUCOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;6,94;29,54;8,99;13,88;17,98;0,00;17,98;4,10;22029900
31/07/2025;s;;SUFLAIR NESTLE AO LEITE 80G;595;FG111395;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,03;27,88;8,99;7,03;8,99;0,00;8,99;1,96;18063210
31/07/2025;s;;MORANGO DO AMOR;906;FG111395;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,00;33,33;12,00;9,00;12,00;0,00;12,00;3,00;
31/07/2025;s;;CIGARRO SANMARINO AZUL;142;FG111394;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;2,00;4,00;37,50;5,50;8,00;11,00;0,00;11,00;3,00;
31/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111393;1277;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;4,00;3,38;47,63;4,99;13,52;19,96;0,00;19,96;6,44;22030000
31/07/2025;s;;COPO RED LABEL 700ML;CRL1;FG111392;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,96;80,82;18,01;9,96;18,01;0,75;17,26;7,30;
31/07/2025;s;;GELO SABORIZADO MORANGO;272;FG111392;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,25;219,20;3,99;1,25;3,99;0,17;3,82;2,57;
31/07/2025;s;;DOSE RED LABEL 100ML;DRL1;FG111392;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;8,19;95,36;16,00;8,19;16,00;0,66;15,34;7,15;
31/07/2025;s;;RUFFLES CHURRASCO 68G;890;FG111392;;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,35;42,72;10,49;7,35;10,49;0,44;10,05;2,70;20052000
31/07/2025;s;;KAPO UVA 200ML;164;FG111392;;Receitas financeiras: Venda;SUCOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,71;75,44;3,00;1,71;3,00;0,12;2,88;1,17;22021000
31/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111392;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;6,00;3,38;47,63;4,99;20,28;29,94;1,24;28,70;8,42;22030000
31/07/2025;s;;STELLA ARTOIS PURE GOLD LN 330ML;452;FG111392;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,91;18,27;6,99;5,91;6,99;0,29;6,70;0,79;22030000
31/07/2025;s;;READYGIN MELANCIA 275ML;829;FG111392;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,16;52,91;7,89;5,16;7,89;0,33;7,56;2,40;22089000
31/07/2025;s;;KAPO MORANGO 200ML;163;FG111392;;Receitas financeiras: Venda;SUCOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;1,71;75,44;3,00;5,13;9,00;0,37;8,63;3,50;22021000
31/07/2025;s;;PIMENTINHA STRAICK ALIMENTOS 70G;359;FG111392;;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,20;104,55;4,50;2,20;4,50;0,19;4,31;2,11;
31/07/2025;s;;RUFFLES SAL 68G;641;FG111392;;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,35;44,08;10,59;7,35;10,59;0,44;10,15;2,80;20052000
31/07/2025;s;;COCA COLA ZERO PET 2L;377;FG111391;1276;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;10,01;29,37;12,95;10,01;12,95;0,00;12,95;2,94;22021000
31/07/2025;s;;BRAHMA CHOPP 300ML;27;FG111387;1275;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;5,00;2,15;39,07;2,99;10,75;14,95;0,00;14,95;4,20;22030000
31/07/2025;s;;HEINEKEN PILSEN LT 473ML;117;FG111386;1274;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;5,54;26,17;6,99;11,08;13,98;0,00;13,98;2,90;22030000
31/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111385;1273;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;3,38;47,63;4,99;10,14;14,97;0,00;14,97;4,83;22030000
31/07/2025;s;;CIGARRO PALHEIRO CRISTAL;112;FG111384;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;13,50;25,93;17,00;13,50;17,00;0,00;17,00;3,50;
31/07/2025;s;;HEINEKEN PILSEN LT 473ML;117;FG111381;1272;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,54;26,17;6,99;5,54;6,99;0,00;6,99;1,45;22030000
31/07/2025;s;;CIGARRO PALHEIRO J.A ARTESANAL;115;FG111380;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;12,50;28,00;16,00;12,50;16,00;0,00;16,00;3,50;
31/07/2025;s;;CIGARRO PALHEIRO CRISTAL;112;FG111378;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;13,50;25,93;17,00;13,50;17,00;0,00;17,00;3,50;
31/07/2025;s;;ORIGINAL LT 473ML;330;FG111377;1271;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,72;20,55;5,69;4,72;5,69;0,00;5,69;0,97;22030000
31/07/2025;s;;CIGARRO PALHEIRO J.A ARTESANAL;115;FG111376;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;12,50;28,00;16,00;12,50;16,00;0,00;16,00;3,50;
31/07/2025;s;;MORANGO DO AMOR;906;FG111375;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,00;33,33;12,00;9,00;12,00;0,00;12,00;3,00;
31/07/2025;s;;SKOL BEATS GT LONG NECK 269ML;399;FG111374;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;6,48;23,30;7,99;19,44;23,97;0,00;23,97;4,53;22089000
31/07/2025;s;;ICE CABARE FRUTAS AMARELAS 275ML;263;FG111374;;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,37;46,93;7,89;5,37;7,89;0,00;7,89;2,52;22060090
31/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111374;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;8,00;3,38;47,63;4,99;27,04;39,92;0,00;39,92;12,88;22030000
31/07/2025;s;;MORANGO DO AMOR;906;FG111374;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;9,00;33,33;12,00;18,00;24,00;0,00;24,00;6,00;
31/07/2025;s;;CHOCOLATE LACTA LAKA DUO 80G;613;FG111374;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,46;20,51;8,99;7,46;8,99;0,00;8,99;1,53;18063210
31/07/2025;s;;ORIGINAL LT 473ML;330;FG111373;1270;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;4,72;20,55;5,69;9,44;11,38;0,00;11,38;1,94;22030000
31/07/2025;s;;CIGARRO PALHEIRO J.A ARTESANAL;115;FG111372;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;12,50;28,00;16,00;12,50;16,00;0,00;16,00;3,50;
31/07/2025;s;;COPO WHISKEY WHITE HORSE 700ML;CHW1;FG111371;;Receitas financeiras: Venda;DESTILADOS (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;8,35;55,81;13,01;16,70;26,02;0,00;26,02;9,32;
31/07/2025;s;;GELO SABORIZADO COCO;292;FG111371;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,25;219,20;3,99;1,25;3,99;0,00;3,99;2,74;
31/07/2025;s;;GELO SABORIZADO MAÇA VERDE;273;FG111371;;Receitas financeiras: Venda;GELO (CONVENIÊNCIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,25;219,20;3,99;1,25;3,99;0,00;3,99;2,74;
31/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111370;1269;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,38;47,63;4,99;3,38;4,99;0,00;4,99;1,61;22030000
31/07/2025;s;;CHOCOLATE PRESTIGIO 33G;400;FG111369;1268;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,92;134,38;4,50;1,92;4,50;0,00;4,50;2,58;18069000
31/07/2025;s;;PAÇOCA CASEIRA 90G;351;FG111369;1268;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,57;91,08;3,00;1,57;3,00;0,00;3,00;1,43;
31/07/2025;s;;ITAIPAVA PILSEN LT 550ML;371;FG111369;1268;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;4,00;3,41;31,96;4,50;13,64;18,00;0,00;18,00;4,36;22030000
31/07/2025;s;;HEINEKEN LN 330ML;83;FG111368;1267;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;6,00;5,76;21,53;7,00;34,56;42,00;0,00;42,00;7,44;22030000
31/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111367;1266;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,38;47,63;4,99;3,38;4,99;0,00;4,99;1,61;22030000
31/07/2025;s;;MORANGO DO AMOR;906;FG111366;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,00;33,33;12,00;9,00;12,00;0,00;12,00;3,00;
31/07/2025;s;;SKOL BEATS GT LONG NECK 269ML;399;FG111365;1265;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;3,00;6,48;23,30;7,99;19,44;23,97;0,00;23,97;4,53;22089000
31/07/2025;s;;SKOL BEATS SENSES LT 269ML;9;FG111365;1265;Receitas financeiras: Venda;DRINK PRONTO (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,51;26,86;6,99;5,51;6,99;0,00;6,99;1,48;22089000
31/07/2025;s;;BRAHMA CHOPP LT 473ML;19;FG111365;1265;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;6,00;3,38;47,63;4,99;20,28;29,94;0,00;29,94;9,66;22030000
31/07/2025;s;;ANTARCTICA PILSEN LT 350ML;283;FG111364;1264;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;3,11;28,30;3,99;3,11;3,99;0,00;3,99;0,88;22030000
31/07/2025;s;;SEDA ZOMO NATURAL PERFECT BLACK KING SLIM;93;FG111363;;Receitas financeiras: Venda;UTILITÁRIOS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,00;150,00;5,00;2,00;5,00;0,00;5,00;3,00;
31/07/2025;s;;TABACO ACREMA 20G;852;FG111362;;Receitas financeiras: Venda;UTILITÁRIOS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;15,00;26,00;18,90;15,00;18,90;0,00;18,90;3,90;
31/07/2025;s;;BATATA CHIPS SOBERANA;111;FG111361;;Receitas financeiras: Venda;PETISCOS (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;4,50;33,33;6,00;9,00;12,00;0,00;12,00;3,00;
31/07/2025;s;;SPATEN LN 330ML;151;FG111360;1263;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,64;35,56;6,29;4,64;6,29;0,00;6,29;1,65;22030000
31/07/2025;s;;BUDWEISER LN 330ML;4;FG111360;1263;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,16;16,09;5,99;5,16;5,99;0,00;5,99;0,83;22030000
31/07/2025;s;;MORANGO DO AMOR;906;FG111359;;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;9,00;33,33;12,00;9,00;12,00;0,00;12,00;3,00;
31/07/2025;s;;CIGARRO SANMARINO AZUL;142;FG111358;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;2,00;4,00;37,50;5,50;8,00;11,00;0,00;11,00;3,00;
30/07/2025;s;;CIGARRO PALHEIRO J.A ARTESANAL;115;FG111357;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;12,50;28,00;16,00;12,50;16,00;0,00;16,00;3,50;
30/07/2025;s;;BUDWEISER LN 330ML;4;FG111356;1262;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;5,16;16,09;5,99;10,32;11,98;0,00;11,98;1,66;22030000
30/07/2025;s;;MONSTER ULTRA FIESTA MANGO LT 473ML;865;FG111355;1261;Receitas financeiras: Venda;ENERGÉTICOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;6,86;45,63;9,99;6,86;9,99;0,00;9,99;3,13;22029900
30/07/2025;s;;TRIDENT 14S INTENSE;789;FG111355;1261;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,67;23,46;7,00;5,67;7,00;0,00;7,00;1,33;21069050
30/07/2025;s;;STICK OURO BRANCO 25G;721;FG111355;1261;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,77;69,49;3,00;1,77;3,00;0,00;3,00;1,23;19053200
30/07/2025;s;;ANTARCTICA PILSEN LT 473ML;24;FG111354;1260;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,56;75,78;4,50;2,56;4,50;0,00;4,50;1,94;22030000
30/07/2025;s;;ANTARCTICA PILSEN LT 473ML;24;FG111353;1259;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;2,00;2,56;75,78;4,50;5,12;9,00;0,00;9,00;3,88;22030000
30/07/2025;s;;SEDA ZOMO SLIM ALFAFA;405;FG111352;;Receitas financeiras: Venda;UTILITÁRIOS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;2,00;150,00;5,00;2,00;5,00;0,00;5,00;3,00;48131000
30/07/2025;s;;CIGARRO PALHEIRO CRISTAL;112;FG111352;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;1,00;13,50;25,93;17,00;13,50;17,00;0,00;17,00;3,50;
30/07/2025;s;;HEINEKEN PILSEN LT 473ML;117;FG111352;;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,54;26,17;6,99;5,54;6,99;0,00;6,99;1,45;22030000
30/07/2025;s;;MONSTER MANGO LOCO LT 473ML;101;FG111351;1258;Receitas financeiras: Venda;ENERGÉTICOS (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;7,65;30,59;9,99;7,65;9,99;0,00;9,99;2,34;22029900
30/07/2025;s;;COCA COLA PET 1L;845;FG111351;1258;Receitas financeiras: Venda;REFRIGERANTE (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,65;41,59;8,00;5,65;8,00;0,00;8,00;2,35;22021000
30/07/2025;s;;TRIDENT MENTA;57;FG111351;1258;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,83;63,93;3,00;1,83;3,00;0,00;3,00;1,17;21069050
30/07/2025;s;;AGUA SABORIZADA CRYSTAL FRUTAS VERMELHAS PET 510ML;104;FG111350;1257;Receitas financeiras: Venda;ÁGUA (NÃO ALCÓOLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,98;76,77;3,50;1,98;3,50;0,00;3,50;1,52;22021000
30/07/2025;s;;HEINEKEN PILSEN LT 473ML;117;FG111349;1256;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;5,54;26,17;6,99;5,54;6,99;0,00;6,99;1,45;22030000
30/07/2025;s;;BADEN PEACH LT 350ML;362;FG111349;1256;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;4,76;30,04;6,19;4,76;6,19;0,00;6,19;1,43;22030000
30/07/2025;s;;HALLS EXTRA FORTE;58;FG111349;1256;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,24;141,94;3,00;1,24;3,00;0,00;3,00;1,76;17049020
30/07/2025;s;;SPATEN LN 330ML;151;FG111348;1255;Receitas financeiras: Venda;CERVEJA (ALCOÓLICOS);BARBARA SILVA SOUZA;Artur Henrique;4,00;4,64;35,56;6,29;18,56;25,16;0,00;25,16;6,60;22030000
30/07/2025;s;;CIGARRO SANMARINO AZUL;142;FG111347;;Receitas financeiras: Venda;CIGARROS (TABACARIA);BARBARA SILVA SOUZA;Artur Henrique;2,00;4,00;37,50;5,50;8,00;11,00;0,00;11,00;3,00;
30/07/2025;s;;TRIDENT FRESH HERBAL;236;FG111346;1254;Receitas financeiras: Venda;BOMBONIERE (ALIMENTOS);BARBARA SILVA SOUZA;Artur Henrique;1,00;1,74;72,41;3,00;1,74;3,00;0,00;3,00;1,26;21069050
